School Level / Category,SNo.,School Code,School Name,Address
School Level: JHS,280,S0044,PAKSHEK GOVERNMENT JUNIOR HIGH SCHOOL,"P.O. Mangan, Pin: 737116"
School Level: JHS,281,S0683,PAKSOM GOVERNMENT JUNIOR HIGH SCHOOL,"P.O. Barfung, Pin: 737139"
School Level: JHS,282,S0088,PAKYONG GOVERNMENT JUNIOR HIGH SCHOOL,"P.O. Pakyong, Pin: 737106"
School Level: JHS,283,S0550,PAMPHOK GOVERNMENT JUNIOR HIGH SCHOOL,"P.O. Namthang, Pin: 737137"
School Level: JHS,284,S0770,PANCHGHAREY GOVERNMENT JUNIOR HIGH SCHOOL,"P.O. Turuk, Pin: 737126"
School Level: JHS,285,S0250,PANGTHANG GOVERNMENT JUNIOR HIGH SCHOOL,"P.O. Lingdok, Pin: 737103"
School Level: JHS,286,S0089,PARAKHA GOVERNMENT JUNIOR HIGH SCHOOL,"P.O. Pakyong, Pin: 737106"
School Level: JHS,287,S0662,PASSI GOVERNMENT JUNIOR HIGH SCHOOL,"P.O. Rateypani, Pin: 737128"
School Level: JHS,288,S0644,PATHING GOVERNMENT JUNIOR HIGH SCHOOL,"P.O. Yangang, Pin: 737134"
School Level: JHS,289,S0096,PATUK CHANDEY GOVERNMENT JUNIOR HIGH SCHOOL,"P.O. Kokaley, Pin: 737134"
School Level: JHS,290,S0273,PELLING CHUMPONG GOVERNMENT JUNIOR HIGH SCHOOL,"P.O. Pelling, Pin: 737113"
School Level: JHS,291,S0228,PERBING GOVERNMENT JUNIOR HIGH SCHOOL,"P.O. Dhajey, Pin: 737102"
School Level: JHS,292,S0469,PHALAICHADARA GOVERNMENT JUNIOR HIGH SCHOOL,"P.O. Samdong, Pin: 737107"
School Level: JHS,293,S0425,PHALIDARA GOVERNMENT JUNIOR HIGH SCHOOL,"P.O. Phalidara, Pin: 737126"
School Level: JHS,294,S0543,PHAMTAM GOVERNMENT JUNIOR HIGH SCHOOL,"P.O. Barfung, Pin: 737139"
School Level: JHS,295,S0005,PHAMTAM GOVERNMENT JUNIOR HIGH SCHOOL,"P.O. Phamtam, Pin: 737116"
School Level: JHS,296,S0387,RABITAR GOVERNMENT JUNIOR HIGH SCHOOL,"P.O. Rateypani, Pin: 737128"
School Level: JHS,297,S0379,RADU GOVERNMENT JUNIOR HIGH SCHOOL,"P.O. Dentam, Pin: 737112"
School Level: JHS,298,S0117,RAIGOAN GOVERNMENT JUNIOR HIGH SCHOOL,"P.O. Pakyong, Pin: 737106"
School Level: JHS,299,S0463,RAKDONG TINTEK GOVERNMENT JUNIOR HIGH SCHOOL,"P.O. Rakdong, Pin: 737107"
School Level: JHS,300,S0061,RALACK GOVERNMENT JUNIOR HIGH SCHOOL,"P.O. Tingchim, Pin: 737116"
School Level: JHS,301,S0477,RALEY GOVERNMENT JUNIOR HIGH SCHOOL,"P.O. Raley Khesey, Pin: 737107"
School Level: JHS,302,S0057,RANG RANG GOVERNMENT JUNIOR HIGH SCHOOL,"P.O. Rangrang, Pin: 737116"
School Level: JHS,303,S0242,RANGPO BAZAR GOVERNMENT JUNIOR HIGH SCHOOL,"P.O. Rongpo, Pin: 737132"
School Level: JHS,304,S0668,RAYOUNG GOVERNMENT JUNIOR HIGH SCHOOL,"P.O. Ravangla, Pin: 737139"
School Level: JHS,305,S0222,REY MINDU GOVERNMENT JUNIOR HIGH SCHOOL,"P.O. Ray Mindu, Pin: 737135"
School Level: JHS,306,S0166,RHENOCK BAZAR GOVERNMENT JUNIOR HIGH SCHOOL,"P.O. Rhenock, Pin: 737133"
School Level: JHS,307,S0173,RHENOCK KHAMDONG GOVERNMENT JUNIOR HIGH SCHOOL,"P.O. Rhenock, Pin: 737133"
School Level: JHS,308,S0155,RONGLI GOVERNMENT JUNIOR HIGH SCHOOL,"P.O. Rongli Bazar, Pin: 737131"
School Level: JHS,309,S0193,RONGNECK GOVERNMENT JUNIOR HIGH SCHOOL,"P.O. Raj Bhawan, Pin: 737103"
School Level: JHS,310,S0589,RUMBUK GOVERNMENT JUNIOR HIGH SCHOOL,"P.O. Sombarey, Pin: 737122"
School Level: JHS,311,S0019,SAFF0 SALIM PAKYEL GOVERNMENT JUNIOR HIGH SCHOOL,"P.O. Singhik, Pin: 737116"
School Level: JHS,312,S0142,SAJONG GOVERNMENT JUNIOR HIGH SCHOOL,"P.O. East Pendam, Pin: 737132"
School Level: JHS,313,S0512,SAKYONG CHISOPANI GOVERNMENT JUNIOR HIGH SCHOOL,"P.O. Singtam, Pin: 737134"
School Level: JHS,314,S0156,SAKYONG NAMGAYTHANG JUNIOR HIGH SCHOOL,"P.O. Sang, Pin: 737134"
School Level: JHS,315,S0430,SALLEYBONG GOVERNMENT JUNIOR HIGH SCHOOL,"P.O. Namchi, Pin: 737126"
School Level: JHS,316,S0489,SAMALINGDUM GOVERNMENT JUNIOR HIGH SCHOOL,"P.O. Lingdum, Pin: 737102"
School Level: JHS,317,S0752,SAMDONG GOVERNMENT JUNIOR HIGH SCHOOL,"P.O. Kaluk Bazar, Pin: 737114"
School Level: JHS,318,S0505,SAMLIK MARCHAK GOVERNMENT JUNIOR HIGH SCHOOL,"P.O. Samlik Marchak, Pin: 737135"
School Level: JHS,319,S0561,SAMROK GOVERNMENT JUNIOR HIGH SCHOOL,"P.O. Yangang, Pin: 737134"
School Level: JHS,320,S0010,SANGTOK GOVERNMENT JUNIOR HIGH SCHOOL,"P.O. Gor, Pin: 737107"
School Level: JHS,321,S0027,SARCHOK GOVERNMENT JUNIOR HIGH SCHOOL,"P.O. Lachung, Pin: 737120"
School Level: JHS,322,S0314,SARDUNG GOVERNMENT JUNIOR HIGH SCHOOL,"P.O. Lingchom, Pin: 737111"
School Level: JHS,323,S0234,SAURANEY GOVERNMENT JUNIOR HIGH SCHOOL,"P.O. Assam Lingzey, Pin: 737135"
School Level: JHS,324,S0371,SAWALI GAON GOVERNMENT JUNIOR HIGH SCHOOL,"P.O. Pipalay, Pin: 737121"
School Level: JHS,325,S0313,SIGENG GOVERNMENT JUNIOR HIGH SCHOOL,"P.O. Takuthang, Pin: 737121"
School Level: JHS,326,S0355,SIMBOLEY GOVERNMENT JUNIOR HIGH SCHOOL,"P.O. Dentam, Pin: 737112"
School Level: JHS,327,S0091,SIMICK LINGZEY GOVERNMENT JUNIOR HIGH SCHOOL,"P.O. Lingzey, Pin: 737134"
School Level: JHS,328,S0209,SINGBEL GOVERNMENT JUNIOR HIGH SCHOOL,"P.O. Makha, Pin: 737138"
School Level: JHS,329,S0219,SINGLEYBONG GOVERNMENT JUNIOR HIGH SCHOOL,"P.O. Sakhu Busty, Pin: 737134"
School Level: JHS,330,S0344,SINGLING GOVERNMENT JUNIOR HIGH SCHOOL,"P.O. Soreng, Pin: 737121"
School Level: JHS,331,S0563,SOKAY GOVERNMENT JUNIOR HIGH SCHOOL,"P.O. Yangang, Pin: 737134"
School Level: JHS,332,S0758,SOKPAY GOVERNMENT JUNIOR HIGH SCHOOL,"P.O. Yangang, Pin: 737134"
School Level: JHS,333,S0107,SOUTH REGU GOVERNMENT JUNIOR HIGH SCHOOL,"P.O. South Regu, Pin: 737131"
School Level: JHS,334,S0564,SRIPATAM GOVERNMENT JUNIOR HIGH SCHOOL,"P.O. Yangang, Pin: 737134"
School Level: JHS,335,S0246,SUMIN MANGTHANG GOVERNMENT JUNIOR HIGH SCHOOL,"P.O. Sangkhola, Pin: 737134"
School Level: JHS,336,S0776,SUNTALEY GOVERNMENT JUNIOR HIGH SCHOOL(S),"P.O. Sadam, Pin: 737128"
School Level: JHS,337,S0485,SURYODAYA GOVERNMENT JUNIOR HIGH SCHOOL,"P.O. Tumin, Pin: 737134"
School Level: JHS,338,S0037,SWAYEM GOVERNMENT JUNIOR HIGH SCHOOL,"P.O. Namok, Pin: 737116"
School Level: JHS,339,S0460,TAMATAM GOVERNMENT JUNIOR HIGH SCHOOL,"P.O. Gerethang, Pin: 737111"
School Level: JHS,340,S0473,TAZA GOVERNMENT JUNIOR HIGH SCHOOL,"P.O. Taza, Pin: 737133"
School Level: JHS,341,S0689,TEMI TEA GARDEN GOVERNMENT JUNIOR HIGH SCHOOL,"P.O. Temi Tarku, Pin: 737134"
School Level: JHS,342,S0492,THAMIDARA GOVERNMENT JUNIOR HIGH SCHOOL,"P.O. Gangtok Bazar, Pin: 737101"
School Level: JHS,343,S0033,THIBUK GOVERNMENT JUNIOR HIGH SCHOOL,"P.O. Namok, Pin: 737116"
School Level: JHS,344,S0352,TIMBRONG GOVERNMENT JUNIOR HIGH SCHOOL,"P.O. Rimbi, Pin: 737113"
School Level: JHS,345,S0429,TINGRITHANG GOVERNMENT JUNIOR HIGH SCHOOL,"P.O. Namchi, Pin: 737126"
School Level: JHS,346,S0453,TINIK CHISOPANI GOVERNMENT JUNIOR HIGH SCHOOL,"P.O. Nandugaon, Pin: 737126"
School Level: JHS,347,S0417,TINZIR GOVERNMENT JUNIOR HIGH SCHOOL,"P.O. Namchi, Pin: 737126"
School Level: JHS,348,S0660,TOKDEY GOVERNMENT JUNIOR HIGH SCHOOL,"P.O. Yangang, Pin: 737134"
School Level: JHS,349,S0465,TUMIN DHANBARI GOVERNMENT JUNIOR HIGH SCHOOL,"P.O. Tumin, Pin: 737134"
School Level: JHS,350,S0479,TUMIN NAMRANG GOVERNMENT JUNIOR HIGH SCHOOL,"P.O. Tumin, Pin: 737134"
School Level: JHS,351,S0239,TUMLABONG GOVERNMENT JUNIOR HIGH SCHOOL,"P.O. Ranipool, Pin: 737135"
School Level: JHS,352,S0006,TUMLONG GOVERNMENT JUNIOR HIGH SCHOOL,"P.O. Phodong, Pin: 737119"
School Level: JHS,353,S0738,UPPER CHUCHEN GOVERNMENT JUNIOR HIGH SCHOOL,"P.O. Takuthang, Pin: 737121"
School Level: JHS,354,S0544,UPPER GERETHANG GOVERNMENT JUNIOR HIGH SCHOOL,"P.O. Gerethang, Pin: 737111"
School Level: JHS,355,S0420,UPPER JAUBARI GOVERNMENT JUNIOR HIGH SCHOOL,"P.O. Namchi, Pin: 737126"
School Level: JHS,356,S0567,UPPER LINGMOO GOVERNMENT JUNIOR HIGH SCHOOL,"P.O. Yangang, Pin: 737134"
School Level: JHS,357,S0211,UPPER SUMIN GOVERNMENT JUNIOR HIGH SCHOOL,"P.O. Sangkhola, Pin: 737134"
School Level: JHS,358,S0213,UPPER SYARI GOVERNMENT JUNIOR HIGH SCHOOL,"P.O. Deorali, Pin: 737102"
School Level: JHS,359,S0574,UPPER YANGYANG GOVERNMENT JUNIOR HIGH SCHOOL,"P.O. Yangang, Pin: 737134"
School Level: JHS,360,S0723,ZEEL GOVERNMENT JUNIOR HIGH SCHOOL,"P.O. Rinchenpong, Pin: 737111"
School Level: JHS,361,S0185,ZITLANG GOVERNMENT JUNIOR HIGH SCHOOL,"P.O. Duga, Pin: 737132"
School Level: PS,362,S0516,10TH MILE GOVERNMENT PRIMARY SCHOOL,"P.O. Gnathang, Pin: 737102"
School Level: PS,363,S0692,AAPGAZI GOVERNMENT PRIMARY SCHOOL,"P.O. Temi Tarku, Pin: 737134"
School Level: PS,364,S0374,AARUBOTEY GOVERNMENT PRIMARY SCHOOL,"P.O. Arubotey, Pin: 737121"
School Level: PS,365,S0178,AGRIGAON GOVERNMENT PRIMARY SCHOOL,"P.O. Rhenock, Pin: 737133"
School Level: PS,366,S0108,AHO-YANGTAM GOVERNMENT PRIMARY SCHOOL,"P.O. Aho, Pin: 737135"
School Level: PS,367,S0415,AIFALTAR GOVERNMENT PRIMARY SCHOOL,"P.O. Temi Tarku, Pin: 737134"
School Level: PS,368,S0646,AMALAY GOVERNMENT PRIMARY SCHOOL,"P.O. Temi Tarku, Pin: 737134"
School Level: PS,369,S0529,AMBOTEY GOVERNMENT PRIMARY SCHOOL,"P.O. Sombarey, Pin: 737122"
School Level: PS,370,S0557,ANDEN GOVERNMENT PRIMARY SCHOOL,"P.O. Sombarey, Pin: 737122"
School Level: PS,371,S0682,ANITHANG GOVERNMENT PRIMARY SCHOOL,"P.O. Ralang, Pin: 737139"
School Level: PS,372,S0146,ANKUCHEN GOVERNMENT PRIMARY SCHOOL,"P.O. Bering, Pin: 737106"
School Level: PS,373,S0693,BADAMTAM GOVERNMENT PRIMARY SCHOOL,"P.O. Yangang, Pin: 737134"
School Level: PS,374,S0187,BADONG THANGSING GOVERNMENT PRIMARY SCHOOL,"P.O. Khamdong, Pin: 737134"
School Level: PS,375,S0067,BAKCHA GOVERNMENT PRIMARY SCHOOL,"P.O. Kabi, Pin: 737117"
School Level: PS,376,S0422,BAKHIM GOVERNMENT PRIMARY SCHOOL,"P.O. Kewzing, Pin: 737139"
School Level: PS,377,S0152,BANDAY GOVERNMENT PRIMARY SCHOOL,"P.O. Yangang, Pin: 737134"
School Level: PS,378,S0552,BANSBOTEY GOVERNMENT PRIMARY SCHOOL,"P.O. Namthang, Pin: 737137"
School Level: PS,379,S0278,BARAKHELEY DARA GOVERNMENT PRIMARY SCHOOL,"P.O. Soreng, Pin: 737121"
School Level: PS,380,S0310,BARASAMSING GOVERNMENT PRIMARY SCHOOL,"P.O. Naya Bazaar, Pin: 737121"
School Level: PS,381,S0227,BARBING GOVERNMENT PRIMARY SCHOOL,"P.O. Dhajey, Pin: 737102"
School Level: PS,382,S0032,BARFOK GOVERNMENT PRIMARY SCHOOL,"P.O. Sankalang, Pin: 737116"
School Level: PS,383,S0519,BARFUNG GOVERNMENT PRIMARY SCHOOL,"P.O. Ravangla, Pin: 737139"
School Level: PS,384,S0090,BASILAKHA GOVERNMENT PRIMARY SCHOOL,"P.O. Pakyong, Pin: 737106"
School Level: PS,385,S0773,BEELING GOVERNMENT PRIMARY SCHOOL,"P.O. Turuk, Pin: 737126"
School Level: PS,386,S0757,BEN KATUJA GOVERNMENT PRIMARY SCHOOL,"P.O. Ben, Pin: 737139"
School Level: PS,387,S0442,BEN PEKU GOVERNMENT PRIMARY SCHOOL,"P.O. Ben, Pin: 737139"
School Level: PS,388,S0618,BEN ROLOK GOVERNMENT PRIMARY SCHOOL,"P.O. Ben, Pin: 737139"
School Level: PS,389,S0143,BENG GOVERNMENT PRIMARY SCHOOL,"P.O. Beyong, Pin: 737134"
School Level: PS,390,S0194,BENGTHANGSING GOVERNMENT PRIMARY SCHOOL,"P.O. Khamdong, Pin: 737134"
School Level: PS,391,S0622,BERMIOK DALEP GOVERNMENT PRIMARY SCHOOL,"P.O. Temi Tarku, Pin: 737134"
School Level: PS,392,S0657,BERMIOK PASSI GOVERNMENT PRIMARY SCHOOL,"P.O. Temi Tarku, Pin: 737134"
School Level: PS,393,S0585,BEYONG GOVERNMENT PRIMARY SCHOOL,"P.O. Sombarey, Pin: 737122"
School Level: PS,394,S0603,BHAISALGAON GOVERNMENT PRIMARY SCHOOL,"P.O. Salghari, Pin: 737126"
School Level: PS,395,S0449,BHALUKHOP GOVERNMENT PRIMARY SCHOOL (S),"P.O. Namthang, Pin: 737137"
School Level: PS,396,S0707,BHALUKHOP GOVERNMENT PRIMARY SCHOOL (W),"P.O. Damthang, Pin: 737113"
School Level: PS,397,S0732,BHANJYANG DARA GOVERNMENT PRIMARY SCHOOL,"P.O. Takuthang, Pin: 737121"
School Level: PS,398,S0441,BHANJYANG GOVERNMENT PRIMARY SCHOOL,"P.O. Maniram, Pin: 737126"
School Level: PS,399,S0674,BHARENG GOVERNMENT PRIMARY SCHOOL,"P.O. Okharey, Pin: 737121"
School Level: PS,400,S0735,BIGYANI GOVERNMENT PRIMARY SCHOOL,"P.O. Payong, Pin: 737128"
School Level: PS,401,S0048,BITCHU GOVERNMENT PRIMARY SCHOOL,"P.O. Lachung, Pin: 737120"
School Level: PS,402,S0312,BOOM MELLI GOVERNMENT PRIMARY SCHOOL,"P.O. Rimbi, Pin: 737113"
School Level: PS,403,S0726,BOOM RINCHENPONG GOVERNMENT PRIMARY SCHOOL,"P.O. Kaluk Bazar, Pin: 737114"
School Level: PS,404,S0034,BOP GOVERNMENT PRIMARY SCHOOL,"P.O. Chungthang, Pin: 737120"
School Level: PS,405,S0286,BORBOTAY GOVERNMENT PRIMARY SCHOOL (W),"P.O. Chakung, Pin: 737127"
School Level: PS,406,S0611,BORBOTEY GOVERNMENT PRIMARY SCHOOL (S),"P.O. Namchi, Pin: 737126"
School Level: PS,407,S0522,BORONG DHARGOAN GOVERNMENT PRIMARY SCHOOL,"P.O. Ravangla, Pin: 737139"
School Level: PS,408,S0688,BORONG SUNTALEY GOVERNMENT PRIMARY SCHOOL,"P.O. Ravangla, Pin: 737139"
School Level: PS,409,S0672,BOUCHEN GOVERNMENT PRIMARY SCHOOL,"P.O. Phadamchen, Pin: 737131"
School Level: PS,410,S0036,BRINGBONG GOVERNMENT PRIMARY SCHOOL,"P.O. Lower Dzongu, Pin: 737116"
School Level: PS,411,S0169,BUDANG GOVERNMENT PRIMARY SCHOOL (E),"P.O. Upper Pendam, Pin: 737132"
School Level: PS,412,S0731,BUKSOM GOVERNMENT PRIMARY SCHOOL,"P.O. Sribadam, Pin: 737121"
School Level: PS,413,S0443,BUL GOVERNMENT PRIMARY SCHOOL,"P.O. Assangthang, Pin: 737126"
School Level: PS,414,S0342,BULLUNG GOVERNMENT PRIMARY SCHOOL,"P.O. Dentam, Pin: 737112"
School Level: PS,415,S0311,BYADONG GOVERNMENT PRIMARY SCHOOL,"P.O. Gayzing, Pin: 737111"
School Level: PS,416,S0087,CENTRAL PATUK GOVERNMENT PRIMARY SCHOOL,"P.O. Makha, Pin: 737138"
School Level: PS,417,S0180,CHANDANEY GOVERNMENT PRIMARY SCHOOL,"P.O. Dalapchhen, Pin: 737131"
School Level: PS,418,S0351,CHANGEY GOVERNMENT PRIMARY SCHOOL,"P.O. Dentam, Pin: 737112"
School Level: PS,419,S0163,CHANGEYLAKHA GOVERNMENT PRIMARY SCHOOL,"P.O. Rongli Bazar, Pin: 737131"
School Level: PS,420,S0024,CHATEN GOVERNMENT PRIMARY SCHOOL,"P.O. Lachen, Pin: 737120"
School Level: PS,421,S0076,CHAWANG GOVERNMENT PRIMARY SCHOOL,"P.O. Phamtam, Pin: 737116"
School Level: PS,422,S0378,CHEWRIBOTEY GOVERNMENT PRIMARY SCHOOL (W),"P.O. Bermiok, Pin: 737113"
School Level: PS,423,S0604,CHHAMGAON GOVERNMENT PRIMARY SCHOOL,"P.O. Namchi, Pin: 737126"
School Level: PS,424,S0206,CHINZEY GOVERNMENT PRIMARY SCHOOL,"P.O. Rawtey Rumtek, Pin: 737135"
School Level: PS,425,S0545,CHITTRAY GOVERNMENT PRIMARY SCHOOL,"P.O. Ravangla, Pin: 737139"
School Level: PS,426,S0456,CHIYADARA GOVERNMENT PRIMARY SCHOOL,"P.O. Namchi, Pin: 737126"
School Level: PS,427,S0347,CHOJO GOVERNMENT PRIMARY SCHOOL,"P.O. Khechuperi, Pin: 737113"
School Level: PS,428,S0214,CHONGAYTAR GOVERNMENT PRIMARY SCHOOL,"P.O. Raj Bhawan, Pin: 737103"
School Level: PS,429,S0285,CHONGZONG GOVERNMENT PRIMARY SCHOOL,"P.O. Yangthang, Pin: 737111"
School Level: PS,430,S0513,CHUJA MARTAM GOVERNMENT PRIMARY SCHOOL,"P.O. Sangkhola, Pin: 737134"
School Level: PS,431,S0154,CHUJACHEN LUNGCHOK GOVERNMENT PRIMARY SCHOOL,"P.O. Chujachen, Pin: 737131"
School Level: PS,432,S0366,CHUMANG GOVERNMENT PRIMARY SCHOOL,"P.O. Gerethang, Pin: 737111"
School Level: PS,433,S0159,CHUNBHATTI GOVERNMENT PRIMARY SCHOOL,"P.O. Rongli Bazar, Pin: 737131"
School Level: PS,434,S0571,DARAKHARKA GOVERNMENT PRIMARY SCHOOL,"P.O. Payong, Pin: 737128"
School Level: PS,435,S0658,DARING GOVERNMENT PRIMARY SCHOOL,"P.O. Temi Tarku, Pin: 737134"
School Level: PS,436,S0210,DARING LINGZEY GOVERNMENT PRIMARY SCHOOL,"P.O. Assam Lingzey, Pin: 737135"
School Level: PS,437,S0104,DEOLING GOVERNMENT PRIMARY SCHOOL,"P.O. Dalapchhen, Pin: 737131"
School Level: PS,438,S0748,DHANKUTAY DARA GOVERNMENT PRIMARY SCHOOL,"P.O. Sribadam, Pin: 737121"
School Level: PS,439,S0448,DHARGAON GOVERNMENT PRIMARY SCHOOL,"P.O. Salghari, Pin: 737126"
School Level: PS,440,S0377,DHUPPIDARA GOVERNMENT PRIMARY SCHOOL,"P.O. Karjee, Pin: 737111"
School Level: PS,441,S0201,DIPUDARA GOVERNMENT PRIMARY SCHOOL,"P.O. Singtam, Pin: 737134"
School Level: PS,442,S0145,DODACHEN GOVERNMENT PRIMARY SCHOOL,"P.O. Rolep, Pin: 737131"
School Level: PS,443,S0175,DOKCHEN GOVERNMENT PRIMARY SCHOOL,"P.O. Rongli Bazar, Pin: 737131"
School Level: PS,444,S0235,DOKSING GOVERNMENT PRIMARY SCHOOL,"P.O. Luing, Pin: 737103"
School Level: PS,445,S0651,DONAK GOVERNMENT PRIMARY SCHOOL,"P.O. Maniram, Pin: 737126"
School Level: PS,446,S0433,DONG TINGLEY GOVERNMENT PRIMARY SCHOOL,"P.O. Temi Tarku, Pin: 737134"
School Level: PS,447,S0081,DONGEYTHANG GOVERNMENT PRIMARY SCHOOL,"P.O. Lingzey, Pin: 737134"
School Level: PS,448,S0136,DONGRONG MANPUR GOVERNMENT PRIMARY SCHOOL,"P.O. Lingkey, Pin: 737106"
School Level: PS,449,S0409,DUE DENTAM GOVERNMENT PRIMARY SCHOOL,"P.O. Temi Tarku, Pin: 737134"
School Level: PS,450,S0069,GAIKHANA GOVERNMENT PRIMARY SCHOOL,"P.O. Kabi, Pin: 737117"
School Level: PS,451,S0007,GAIREE GOVERNMENT PRIMARY SCHOOL(SSA),"P.O. Kabi, Pin: 737117"
School Level: PS,452,S0413,GANCHUNG GOVERNMENT PRIMARY SCHOOL,"P.O. Temi Tarku, Pin: 737134"
School Level: PS,453,S0639,GANGLA GOVERNMENT PRIMARY SCHOOL,"P.O. Ravangla, Pin: 737139"
School Level: PS,454,S0186,GANGYAP GOVERNMENT PRIMARY SCHOOL (E),"P.O. Rongli Bazar, Pin: 737131"
School Level: PS,455,S1468,GEYZING MALBASEY PRIMARY SCHOOL,"P.O. Gayzing, Pin: 737111"
School Level: PS,456,S0368,GHUMAUNEY GOVERNMENT PRIMARY SCHOOL,"P.O. Pipalay, Pin: 737121"
School Level: PS,457,S0051,GNON GOVERNMENT PRIMARY SCHOOL,"P.O. Tingvong, Pin: 737116"
School Level: PS,458,S0784,GUMPA DARA GOVERNMENT PRIMARY SCHOOL,"P.O. Vok, Pin: 737126"
School Level: PS,459,S0635,GUPTIGAON GOVERNMENT PRIMARY SCHOOL,"P.O. Sadam, Pin: 737128"
School Level: PS,460,S0303,GYANODAYA GOVERNMENT PRIMARY SCHOOL,"P.O. Soreng, Pin: 737121"
School Level: PS,461,S0650,HARRABOTEY GOVERNMENT PRIMARY SCHOOL,"P.O. Nandugaon, Pin: 737126"
School Level: PS,462,S0372,HEE SAPUNG GOVERNMENT PRIMARY SCHOOL,"P.O. Hee Gaon, Pin: 737113"
School Level: PS,463,S0370,HEE TAMABONG GOVERNMENT PRIMARY SCHOOL,"P.O. Hee Gaon, Pin: 737113"
School Level: PS,464,S0712,HEE-MAJHGAON GOVERNMENT PRIMARY SCHOOL,"P.O. Hee Gaon, Pin: 737113"
School Level: PS,465,S0348,HEE-PECHREAK GOVERNMENT PRIMARY SCHOOL,"P.O. Hee Gaon, Pin: 737113"
School Level: PS,466,S0315,HOORGAON GOVERNMENT PRIMARY SCHOOL,"P.O. Arubotey, Pin: 737121"
School Level: PS,467,S0524,JAMBUDARA GOVERNMENT PRIMARY SCHOOL,"P.O. Soreng, Pin: 737121"
School Level: PS,468,S0730,JAUBARI GOVERNMENT PRIMARY SCHOOL,"P.O. Kaluk Bazar, Pin: 737114"
School Level: PS,469,S0328,JHANKRIDHUNGA GOVERNMENT PRIMARY SCHOOL,"P.O. Dentam, Pin: 737112"
School Level: PS,470,S0594,JHOLUNGEY GOVERNMENT PRIMARY SCHOOL,"P.O. Namthang, Pin: 737137"
School Level: PS,471,S0320,KABIRTHANG GOVERNMENT PRIMARY SCHOOL,"P.O. Yangtey, Pin: 737111"
School Level: PS,472,S0238,KAIYONG GOVERNMENT PRIMARY SCHOOL,"P.O. Pakyong, Pin: 737106"
School Level: PS,473,S0623,KAMARGOAN GOVERNMENT PRIMARY SCHOOL,"P.O. Temi Tarku, Pin: 737134"
School Level: PS,474,S0245,KAMERAY GOVERNMENT PRIMARY SCHOOL (E),"P.O. Pacheykhani, Pin: 737106"
School Level: PS,475,S0140,KAPUTHANG GOVERNMENT PRIMARY SCHOOL,"P.O. Pakyong, Pin: 737106"
School Level: PS,476,S0606,KAREK JOGIDARA GOVERNMENT PRIMARY SCHOOL,"P.O. Namthang, Pin: 737137"
School Level: PS,477,S0282,KARTHOK GOVERNMENT PRIMARY SCHOOL,"P.O. Timberbong, Pin: 737121"
School Level: PS,478,S0147,KARTOK GOVERNMENT PRIMARY SCHOOL,"P.O. Pakyong, Pin: 737106"
School Level: PS,479,S0103,KATARBOTEY GOVERNMENT PRIMARY SCHOOL,"P.O. Dalapchhen, Pin: 737131"
School Level: PS,480,S0562,KATENG DINGTAR GOVERNMENT PRIMARY SCHOOL,"P.O. Yangang, Pin: 737134"
School Level: PS,481,S0595,KATENG MAKERZONG GOVERNMENT PRIMARY SCHOOL,"P.O. Namthang, Pin: 737137"
School Level: PS,482,S0202,KATUK VIDHYA SAGAR GOVERNMENT PRIMARY SCHOOL,"P.O. Lingdum, Pin: 737102"
School Level: PS,483,S0666,KAU GOVERNMENT PRIMARY SCHOOL,"P.O. Payong, Pin: 737128"
School Level: PS,484,S0636,KEWZING TEA GARDEN GOVERNMENT PRIMARY SCHOOL,"P.O. Ravangla, Pin: 737139"
School Level: PS,485,S0157,KHANI GOAN GOVERNMENT PRIMARY SCHOOL,"P.O. West Pendam, Pin: 737134"
School Level: PS,486,S0548,KHAYERBOTAY GOVERNMENT PRIMARY SCHOOL,"P.O. Rateypani, Pin: 737128"
School Level: PS,487,S0289,KHORONG GOVERNMENT PRIMARY SCHOOL,"P.O. Lingchom, Pin: 737111"
School Level: PS,488,S0525,KHUTTIDARA GOVERNMENT PRIMARY SCHOOL,"P.O. Zoom, Pin: 737121"
School Level: PS,489,S0615,KITCHU-DUMRA GOVERNMENT PRIMARY SCHOOL,"P.O. Namchi, Pin: 737126"
School Level: PS,490,S0295,KOLBONG GOVERNMENT PRIMARY SCHOOL,"P.O. Suldung, Pin: 737121"
School Level: PS,491,S0704,KONABAR GOVERNMENT PRIMARY SCHOOL,"P.O. Dentam, Pin: 737112"
School Level: PS,492,S0363,KONGRI GOVERNMENT PRIMARY SCHOOL,"P.O. Karjee, Pin: 737111"
School Level: PS,493,S0608,KOPCHEY GOVERNMENT PRIMARY SCHOOL,"P.O. Namchi, Pin: 737126"
School Level: PS,494,S0772,KUBINDAY GOVERNMENT PRIMARY SCHOOL,"P.O. Melli Bazar, Pin: 737128"
School Level: PS,495,S0151,KUMREK GOVERNMENT PRIMARY SCHOOL,"P.O. Rongpo, Pin: 737132"
School Level: PS,496,S0008,LABI RANGDAM GOVERNMENT PRIMARY SCHOOL,"P.O. Phensong, Pin: 737118"
School Level: PS,497,S0539,LABING GOVERNMENT PRIMARY SCHOOL,"P.O. Gerethang, Pin: 737111"
School Level: PS,498,S0631,LAMATEN GOVERNMENT PRIMARY SCHOOL,"P.O. Tingmo, Pin: 737139"
School Level: PS,499,S0191,LAMATEN GOVERNMENT PRIMARY SCHOOL (E),"P.O. Rolep, Pin: 737131"
